time_period,region_name,qualification,subject_area,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved
2019 to 20,East Midlands,A level,Sociology,Total Sociology,3039.0,7.23922,24.90951,55.97236,84.10661,96.05133,99.37479
2019 to 20,East Midlands,A level,Science - Physics,Total Physics,2328.0,14.73368,33.8488,57.17354,78.43643,92.01031,98.84021
2019 to 20,East Midlands,A level,Art & Design,Fine Art,926.0,17.92657,41.2527,70.51836,90.38877,97.5162,99.56803
2019 to 20,East Midlands,A level,Music,Music Technology,74.0,5.40541,21.62162,45.94595,68.91892,93.24324,98.64865
2019 to 20,East Midlands,A level,Science - Chemistry,Total Chemistry,3341.0,11.79288,36.84526,60.46094,82.0413,94.10356,99.16193
2019 to 20,East Midlands,A level,Art & Design,Textiles,116.0,23.27586,50.86207,82.75862,94.82759,99.13793,100.0
2019 to 20,East Midlands,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2019 to 20,East Midlands,A level,Arts,Media/Film/Tv Studies,980.0,3.87755,20.71429,56.22449,88.57143,98.36735,99.38776
2019 to 20,East Midlands,A level,Modern languages - other,Japanese,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,East Midlands,A level,Maths,Maths,5189.0,19.83041,43.36096,63.34554,81.36442,92.85026,99.01715
2019 to 20,East Midlands,A level,Modern languages,Spanish,379.0,20.05277,48.54881,75.98945,93.66755,97.88918,98.68074
2019 to 20,East Midlands,A level,Art & Design,Total Art & Design,2319.0,14.18715,36.05002,68.47779,89.86632,97.67141,99.69815
2019 to 20,East Midlands,A level,Classical studies,Other Classical Languages,0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages - other,Chinese,5.0,100.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,East Midlands,A level,Geography,Geography,1961.0,8.51606,27.84294,57.36869,84.44671,96.3794,99.74503
2019 to 20,East Midlands,A level,All subjects,Total subjects,48108.0,10.96491,31.62676,58.81558,83.81142,95.5392,99.37225
2019 to 20,East Midlands,A level,Modern languages - other,Bengali,0.0,,,,,,
2019 to 20,East Midlands,A level,Design and technology,Design & Technology,0.0,,,,,,
2019 to 20,East Midlands,A level,Computer Science,Total Computer Science,828.0,12.92271,32.6087,56.52174,81.64251,94.44444,99.51691
2019 to 20,East Midlands,A level,Maths - Further,Total Further Mathematics,746.0,33.91421,66.21984,83.24397,94.10188,98.39142,99.59786
2019 to 20,East Midlands,A level,General studies,Total General studies,0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages - other,Persian,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,East Midlands,A level,Arts,Total Arts,1909.0,5.13358,24.56784,61.76008,90.8329,98.37611,99.63332
2019 to 20,East Midlands,A level,Classical studies,Classical Civilisation,23.0,26.08696,47.82609,82.6087,95.65217,100.0,100.0
2019 to 20,East Midlands,A level,Science - other,Geology,58.0,12.06897,27.58621,53.44828,82.75862,100.0,100.0
2019 to 20,East Midlands,A level,Art & Design,Graphics,214.0,14.95327,40.18692,64.95327,87.38318,97.19626,100.0
2019 to 20,East Midlands,A level,Arts,Creative Writing,0.0,,,,,,
2019 to 20,East Midlands,A level,Arts,Drama & Theatre Studies,645.0,7.28682,30.54264,70.3876,94.72868,99.06977,100.0
2019 to 20,East Midlands,A level,Modern languages - other,Gujarati,0.0,,,,,,
2019 to 20,East Midlands,A level,Design and technology,Total D&T,793.0,7.4401,27.74275,59.1425,86.12863,96.72131,99.36948
2019 to 20,East Midlands,A level,Geography,Total Geography,1961.0,8.51606,27.84294,57.36869,84.44671,96.3794,99.74503
2019 to 20,East Midlands,A level,All STEM subjects,Total STEM subjects,16613.0,15.35544,38.4157,60.56703,81.33991,93.58936,99.15729
2019 to 20,East Midlands,A level,Modern languages - other,Urdu,7.0,14.28571,28.57143,57.14286,85.71429,100.0,100.0
2019 to 20,East Midlands,A level,Classical studies,Classical Greek,0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages,German,189.0,14.28571,44.97354,76.71958,93.12169,98.4127,100.0
2019 to 20,East Midlands,A level,Art & Design,Photography,748.0,8.42246,27.40642,64.97326,90.37433,98.12834,99.86631
2019 to 20,East Midlands,A level,Home Economics,Home Economics,0.0,,,,,,
2019 to 20,East Midlands,A level,Maths,Mathematics (Statistics),21.0,4.7619,23.80952,61.90476,85.71429,100.0,100.0
2019 to 20,East Midlands,A level,Logic/Philosophy,Total Logic/ Philosophy,85.0,4.70588,24.70588,55.29412,80.0,95.29412,100.0
2019 to 20,East Midlands,A level,Classical studies,Classics (General),0.0,,,,,,
2019 to 20,East Midlands,A level,Home Economics,Total Home Economics,0.0,,,,,,
2019 to 20,East Midlands,A level,Maths,Mathematics (Pure),0.0,,,,,,
2019 to 20,East Midlands,A level,Maths,Use of mathematics,0.0,,,,,,
2019 to 20,East Midlands,A level,Economics,Total Economics,1373.0,9.17698,30.88128,61.03423,87.32702,97.1595,99.85433
2019 to 20,East Midlands,A level,Government and politics,Total Government and Politics,667.0,10.1949,30.43478,57.12144,82.90855,96.25187,99.25037
2019 to 20,East Midlands,A level,General studies,General Studies,0.0,,,,,,
2019 to 20,East Midlands,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages - other,Portuguese,6.0,16.66667,50.0,83.33333,83.33333,100.0,100.0
2019 to 20,East Midlands,A level,Arts,Communication Studies,0.0,,,,,,
2019 to 20,East Midlands,A level,Physical Education,Dance,83.0,10.84337,40.96386,77.10843,96.38554,100.0,100.0
2019 to 20,East Midlands,A level,Maths,Total Maths,5210.0,19.76967,43.28215,63.33973,81.38196,92.87908,99.02111
2019 to 20,East Midlands,A level,English,Total English,4610.0,8.06941,25.85683,55.33623,85.85683,97.72234,99.7397
2019 to 20,East Midlands,A level,Geography,Geography (World Development),0.0,,,,,,
2019 to 20,East Midlands,A level,Science - other,Electronics,82.0,10.97561,31.70732,51.21951,71.95122,90.2439,98.78049
2019 to 20,East Midlands,A level,Physical Education,Total Physical Education,940.0,9.78723,29.25532,57.02128,84.78723,96.2766,99.57447
2019 to 20,East Midlands,A level,Music,Total Music,307.0,10.42345,34.85342,63.51792,85.34202,97.0684,99.67427
2019 to 20,East Midlands,A level,English,English language & literature,626.0,4.47284,21.08626,49.68051,81.15016,95.36741,99.52077
2019 to 20,East Midlands,A level,Psychology,Total Psychology,4847.0,6.89086,24.98453,52.38292,80.66845,94.78028,99.42232
2019 to 20,East Midlands,A level,Modern languages - other,Irish,0.0,,,,,,
2019 to 20,East Midlands,A level,English,English language,1460.0,4.31507,18.35616,48.42466,83.9726,97.53425,99.65753
2019 to 20,East Midlands,A level,History,Total History,2770.0,9.31408,30.50542,60.75812,86.7509,97.29242,99.67509
2019 to 20,East Midlands,A level,All facilitating subjects,Total facilitating subjects,24193.0,13.87591,36.60563,61.17885,83.42496,94.89108,99.27665
2019 to 20,East Midlands,A level,ICT,Total ICT,0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages - other,Welsh (Second Language),0.0,,,,,,
2019 to 20,East Midlands,A level,Modern languages - other,Total Other Modern Languages,151.0,26.49007,65.56291,82.78146,89.40397,92.05298,92.05298
2019 to 20,East Midlands,A level,Science - other,Total Other Sciences,176.0,10.79545,28.40909,52.27273,75.0,93.75,99.43182
2019 to 20,East Midlands,A level,Modern languages - other,Punjabi,9.0,22.22222,66.66667,88.88889,100.0,100.0,100.0
2019 to 20,East Midlands,A level,Classical studies,Total Classical studies,63.0,14.28571,38.09524,68.25397,90.47619,98.4127,100.0
2019 to 20,East Midlands,A level,Art & Design,History of Art,0.0,,,,,,
2019 to 20,East Midlands,A level,English,English literature,2524.0,11.13312,31.37876,60.73693,88.1141,98.41521,99.84152
2019 to 20,East Midlands,A level,Modern languages,Total Modern languages including Other,1165.0,17.6824,48.15451,74.76395,92.103,97.42489,98.19742
2019 to 20,East Midlands,A level,Modern languages - other,Dutch,0.0,,,,,,
2019 to 20,South West,A level,Art & Design,Critical Studies,25.0,20.0,36.0,60.0,92.0,100.0,100.0
2019 to 20,South West,A level,Modern languages - other,Welsh,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Arabic,5.0,0.0,60.0,60.0,80.0,80.0,80.0
2019 to 20,South West,A level,Religious Studies,Total Religious Studies,1199.0,11.59299,33.94495,63.96997,88.82402,97.66472,99.83319
2019 to 20,South West,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2019 to 20,South West,A level,Humanities,Total Humanities,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Polish,32.0,37.5,78.125,87.5,90.625,90.625,93.75
2019 to 20,South West,A level,Science - other,Environmental Science,269.0,5.57621,18.21561,46.4684,74.34944,92.56506,99.25651
2019 to 20,South West,A level,Modern languages - other,Modern Greek,0.0,,,,,,
2019 to 20,South West,A level,Accounting and Finance,Total Accounting and finance,111.0,4.5045,16.21622,45.04505,72.97297,90.99099,96.3964
2019 to 20,South West,A level,Archaeology,Total Archaeology,0.0,,,,,,
2019 to 20,South West,A level,Arts,Expressive Arts & Performance Studies,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Russian,14.0,21.42857,64.28571,71.42857,85.71429,92.85714,92.85714
2019 to 20,South West,A level,Classical studies,Latin,15.0,33.33333,66.66667,80.0,93.33333,100.0,100.0
2019 to 20,South West,A level,Design and technology,D&T Product Design,748.0,7.35294,26.47059,55.61497,84.2246,96.65775,99.86631
2019 to 20,South West,A level,Maths,Additional Mathematics,0.0,,,,,,
2019 to 20,South West,A level,Science - other,Science in Society,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Turkish,6.0,83.33333,100.0,100.0,100.0,100.0,100.0
2019 to 20,South West,A level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2019 to 20,South West,A level,Science - Biology,Total Biology,4768.0,11.87081,34.22819,59.85738,83.07466,95.21812,99.60151
2019 to 20,South West,A level,Art & Design,Art and design,297.0,15.48822,40.40404,75.42088,93.93939,98.3165,99.6633
2019 to 20,South West,A level,Arts,Film Studies,484.0,6.40496,25.41322,59.50413,89.2562,97.52066,99.79339
2019 to 20,South West,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2019 to 20,South West,A level,Law,Total Law,761.0,9.46124,30.3548,60.70959,85.93955,95.92641,99.47438
2019 to 20,South West,A level,Design and technology,D&T Engineering,23.0,26.08696,43.47826,56.52174,82.6087,100.0,100.0
2019 to 20,South West,A level,Classical studies,Ancient History,65.0,12.30769,27.69231,63.07692,87.69231,95.38462,98.46154
2019 to 20,South West,A level,Physical Education,Physical Education/Sports Studies,920.0,7.3913,27.17391,54.23913,82.82609,96.84783,99.67391
2019 to 20,South West,A level,General studies,Critical Thinking,0.0,,,,,,
2019 to 20,South West,A level,Music,Music,316.0,13.60759,40.82278,70.88608,91.4557,98.73418,99.68354
2019 to 20,South West,A level,Business Studies,Total Business Studies,2437.0,6.36028,23.96389,54.90357,84.57119,96.1428,99.63069
2019 to 20,South West,A level,Art & Design,3d Studies,143.0,16.78322,39.86014,65.73427,88.81119,96.5035,100.0
2019 to 20,South West,A level,Modern languages,French,619.0,16.31664,45.23425,72.21325,91.92246,97.73829,99.51535
2019 to 20,South West,A level,Design and technology,D&T Textiles Technology,105.0,14.28571,50.47619,74.28571,99.04762,100.0,100.0
2019 to 20,South West,A level,Anthropology,Total Anthropology,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Italian,14.0,35.71429,78.57143,92.85714,92.85714,100.0,100.0
2019 to 20,South West,A level,Sociology,Total Sociology,2870.0,7.59582,27.35192,57.45645,84.91289,96.58537,99.54704
2019 to 20,South West,A level,Science - Physics,Total Physics,2867.0,14.89362,39.1001,63.27171,83.188,94.87269,99.37217
2019 to 20,South West,A level,Art & Design,Fine Art,1347.0,18.93096,43.87528,74.38753,93.17001,98.44098,99.48033
2019 to 20,South West,A level,Music,Music Technology,113.0,2.65487,18.58407,50.44248,78.76106,91.15044,99.11504
2019 to 20,South West,A level,Science - Chemistry,Total Chemistry,3555.0,12.88326,40.9564,65.20394,85.68214,95.61181,99.46554
2019 to 20,South West,A level,Art & Design,Textiles,247.0,16.59919,40.48583,71.25506,94.33198,99.59514,100.0
2019 to 20,South West,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2019 to 20,South West,A level,Arts,Media/Film/Tv Studies,1095.0,3.83562,20.0,51.78082,86.0274,97.80822,99.54338
2019 to 20,South West,A level,Modern languages - other,Japanese,8.0,25.0,62.5,100.0,100.0,100.0,100.0
2019 to 20,South West,A level,Maths,Maths,6130.0,21.66395,46.55791,67.83034,84.64927,94.66558,99.39641
2019 to 20,South West,A level,Modern languages,Spanish,603.0,17.91045,48.09287,77.61194,93.3665,98.17579,99.83416
2019 to 20,South West,A level,Art & Design,Total Art & Design,3901.0,15.89336,38.1697,70.54601,91.79698,98.4363,99.66675
2019 to 20,South West,A level,Classical studies,Other Classical Languages,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Chinese,41.0,17.07317,43.90244,87.80488,100.0,100.0,100.0
2019 to 20,South West,A level,Geography,Geography,2947.0,9.80658,32.64337,61.62199,86.25721,97.25144,99.72854
2019 to 20,South West,A level,All subjects,Total subjects,56765.0,12.5676,35.12376,62.949,86.32784,96.47318,99.56663
2019 to 20,South West,A level,Modern languages - other,Bengali,0.0,,,,,,
2019 to 20,South West,A level,Design and technology,Design & Technology,0.0,,,,,,
2019 to 20,South West,A level,Computer Science,Total Computer Science,967.0,12.61634,36.60807,62.46122,84.59152,95.65667,99.27611
2019 to 20,South West,A level,Maths - Further,Total Further Mathematics,1001.0,35.26474,64.83516,84.01598,94.40559,98.1019,99.8002
2019 to 20,South West,A level,General studies,Total General studies,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Persian,0.0,,,,,,
2019 to 20,South West,A level,Arts,Total Arts,2368.0,6.16554,24.61993,58.27703,88.6402,98.05743,99.66216
2019 to 20,South West,A level,Classical studies,Classical Civilisation,191.0,11.51832,37.17277,73.29843,94.7644,98.95288,100.0
2019 to 20,South West,A level,Science - other,Geology,163.0,11.04294,34.35583,61.96319,85.88957,98.15951,100.0
2019 to 20,South West,A level,Art & Design,Graphics,441.0,16.32653,34.92063,67.80045,88.20862,97.95918,99.54649
2019 to 20,South West,A level,Arts,Creative Writing,0.0,,,,,,
2019 to 20,South West,A level,Arts,Drama & Theatre Studies,789.0,9.25222,30.54499,66.53992,91.88847,98.73257,99.74651
2019 to 20,South West,A level,Modern languages - other,Gujarati,0.0,,,,,,
2019 to 20,South West,A level,Design and technology,Total D&T,876.0,8.6758,29.79452,57.87671,85.9589,97.14612,99.88584
2019 to 20,South West,A level,Geography,Total Geography,2947.0,9.80658,32.64337,61.62199,86.25721,97.25144,99.72854
2019 to 20,South West,A level,All STEM subjects,Total STEM subjects,19303.0,16.85748,41.80179,65.27483,84.7433,95.23908,99.47158
2019 to 20,South West,A level,Modern languages - other,Urdu,0.0,,,,,,
2019 to 20,South West,A level,Classical studies,Classical Greek,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,South West,A level,Modern languages,German,199.0,17.58794,54.27136,78.89447,91.45729,97.48744,99.49749
2019 to 20,South West,A level,Art & Design,Photography,1401.0,12.63383,32.69094,67.23769,91.00642,98.57245,99.78587
2019 to 20,South West,A level,Home Economics,Home Economics,0.0,,,,,,
2019 to 20,South West,A level,Maths,Mathematics (Statistics),15.0,0.0,20.0,73.33333,93.33333,100.0,100.0
2019 to 20,South West,A level,Logic/Philosophy,Total Logic/ Philosophy,160.0,15.0,34.375,65.625,88.125,98.75,98.75
2019 to 20,South West,A level,Classical studies,Classics (General),0.0,,,,,,
2019 to 20,South West,A level,Home Economics,Total Home Economics,0.0,,,,,,
2019 to 20,South West,A level,Maths,Mathematics (Pure),0.0,,,,,,
2019 to 20,South West,A level,Maths,Use of mathematics,0.0,,,,,,
2019 to 20,South West,A level,Economics,Total Economics,1568.0,11.47959,38.52041,66.77296,90.30612,97.57653,99.68112
2019 to 20,South West,A level,Government and politics,Total Government and Politics,977.0,13.40839,37.35926,62.84545,87.51279,97.03173,99.79529
2019 to 20,South West,A level,General studies,General Studies,0.0,,,,,,
2019 to 20,South West,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2019 to 20,South West,A level,Modern languages - other,Portuguese,7.0,14.28571,42.85714,71.42857,100.0,100.0,100.0
2019 to 20,South West,A level,Arts,Communication Studies,0.0,,,,,,
2019 to 20,South West,A level,Physical Education,Dance,97.0,15.46392,41.23711,78.35052,97.93814,100.0,100.0
2019 to 20,South West,A level,Maths,Total Maths,6145.0,21.61107,46.49308,67.84378,84.67046,94.6786,99.39788
2019 to 20,South West,A level,English,Total English,4840.0,11.42562,31.44628,62.8719,89.38017,98.34711,99.71074
2019 to 20,South West,A level,Geography,Geography (World Development),0.0,,,,,,
2019 to 20,South West,A level,Science - other,Electronics,40.0,22.5,45.0,70.0,92.5,95.0,100.0
2019 to 20,South West,A level,Physical Education,Total Physical Education,1017.0,8.16126,28.51524,56.53884,84.26745,97.14848,99.70501
2019 to 20,South West,A level,Music,Total Music,429.0,10.72261,34.96503,65.50117,88.11189,96.7366,99.5338
2019 to 20,South West,A level,English,English language & literature,576.0,8.68056,28.125,60.76389,88.88889,98.4375,99.82639
